Feature Name,Honorees,City,County,State,Side,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status,,
Stonewall Road,Thomas Jonathan Stonewall Jackson,Holliday,Archer,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Dam,No specific honoree,Dillon,Beaverhead,MT,Not Applicable,Other,Parks/Trails,Uknown,,,Live,,
Jeff Davis Creek,Jefferson Davis,Dillon,Beaverhead,MT,Not Applicable,Other,Parks/Trails,Uknown,,,Live,,
Confederate Soldiers Monument,No specific honoree,Albemarle,Stanly,NC,South,Monument,Monument,United Daughters of the Confederacy,1925,,Live,,
Confederate Soldiers Monument,No specific honoree,Asheboro,Randolph,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live,,
Monument to 60th Regiment North Carolina Volunteers,No specific honoree,Asheville,Buncombe,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1905,,Live,,
Robert E. Lee Dixie Highway Monument,Robert E. Lee,Asheville,Buncombe,NC,South,Monument,Monument,United Daughters of the Confederacy,1926,,Live,,
Lee Sreet,Robert E. Lee,Mount Pleasant,Titus,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Mount Vernon,Franklin,TX,South,Monument,Courthouse Grounds,United Confederate Veterans,,,Live,,
Ector County,Mathew Duncan Ector,Odessa,Ector,TX,South,County/Municipality,County/Municipality,Uknown,1891,,Live,,
Reagan Academic Magnet School,John Henninger Reagan,Odessa,Ector,TX,South,School,Schools,Uknown,1956,,Live,,
John H. Reagan Park,John Henninger Reagan,Palestine,Anderson,TX,South,Park,Parks/Trails,Sons of Confederate Veterans,,,Live,,
John H. Reagan Statue,John Henninger Reagan,Palestine,Anderson,TX,South,Monument,Monument,United Daughters of the Confederacy,1911,,Live,,
Gray County,Peter W. Gray,Pampa,Gray,TX,South,County/Municipality,County/Municipality,Uknown,1902,,Live,,
Confederate Monument,No specific honoree,Paris,Lamar,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1903,,Live,,
Reeves County,George R. Reeves,Pecos,Reeves,TX,South,County/Municipality,County/Municipality,State of Texas,1884,,Live,,
Ochiltree County,William Beck Ochiltree,Perryton,Ochiltree,TX,South,County/Municipality,County/Municipality,Uknown,1889,,Live,,
Southeast General Lee Terrace,Robert E. Lee,Stuart,Martin,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Baker County,James McNair Baker,Macclenny,Baker,FL,South,County/Municipality,County/Municipality,Uknown,1861,,Live,,
Robert E. Lee Lane,Robert E. Lee,Macclenny,Baker,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Madison,Madison,FL,South,Monument,Monument,United Daughters of the Confederacy,,,Live,,
Judah P. Benjamin Confederate Memorial at Gamble Plantation Historic State Park,Judah P. Benjamin,Manatee,Manatee,FL,South,Park,Parks/Trails,United Daughters of the Confederacy; Florida Board of Parks and Historic Memorials,1925,,Live,,
Confederate Monument,No specific honoree,Marianna,Jackson,FL,South,Monument,Courthouse Grounds,Uknown,1881,,Live,,
Confederate War Memorial,No specific honoree,Marianna,Jackson,FL,South,Monument,Monument,United Daughters of the Confederacy,1921,,Live,,
Confederate Memorial Day,No specific honoree,Tallahassee,Leon,FL,South,Holiday,Holiday,State of Florida,1895,,Live,,
Confederate Monument,No specific honoree,Tallahassee,Leon,FL,South,Monument,Government Office Grounds,Uknown,1882,,Live,,
Southeast Jackson Drive,Thomas Jonathan Stonewall Jackson,Stuart,Martin,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Day,Jefferson Davis,Tallahassee,Leon,FL,South,Holiday,Holiday,State of Florida,1905,,Live,,
Robert E. Lee Day,Robert E. Lee,Tallahassee,Leon,FL,South,Holiday,Holiday,State of Florida,,,Live,,
Jackson Lane,Thomas Jonathan Stonewall Jackson,Andersonville,Sumter,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Street,Robert E. Lee,Andersonville,Sumter,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Wirz Street,Henry Wirz,Andersonville,Sumter,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Candler Hall at the University of Georgia,Allen D. Chandler,Athens,Clarke,GA,South,Building,Buildings,Uknown,1901,,Live,,
Clarke County Confederate Monument,No specific honoree,Athens,Clarke,GA,South,Monument,Monument,Athens Ladies Memorial Association,1872,,Live,,
Joseph E. Brown Hall at the University of Georgia,Joseph E. Brown,Athens,Clarke,GA,South,Building,Buildings,Uknown,1932,,Live,,
Winnie Davis Hall at the University of Georgia,Winnie Davis,Athens,Clarke,GA,South,Building,Buildings,United Daughters of the Confederacy,1903,,Live,,
Early Street,Jubal Anderson Early,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Hampton Street,Wade Hampton,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jackson Boulevard,Thomas Jonathan Stonewall Jackson,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Johnston Street,Joseph Eggleston Johnston,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Boulevard,Robert E. Lee,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
McLaws Street,Lafayette McLaws,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Mosby Street,John Singleton Mosby,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stuart Street,James Ewell Brown Jeb Stuart,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Wheeler Street,Joseph Wheeler,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
City of Breckenridge,John C. Breckinridge,Breckenridge,Stephens,TX,South,City,County/Municipality,Uknown,1876,,Live,,
Stephens County,Alexander Stephens,Breckenridge,Stephens,TX,South,County/Municipality,County/Municipality,Uknown,1861,,Live,,
Terry County,Benjamin Franklin Terry,Brownfield,Terry,TX,South,County/Municipality,County/Municipality,Uknown,1904,,Live,,
Robert E. Lee Youth Building,Robert E. Lee,Brownsville,Terry,TX,South,Building,Buildings,Uknown,,,Live,,
Hemphill County,John Hemphill,Canadian,Hemphill,TX,South,County/Municipality,County/Municipality,Uknown,1877,,Live,,
Randall County,Horace Randal,Canyon,Randall,TX,South,County/Municipality,County/Municipality,Uknown,1889,,Live,,
Robert E. Lee Road,Robert E. Lee,Tampa,Hillsborough,FL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,White Springs,Hamilton,FL,South,Monument,Monument,Sons of Confederate Veterans,2002,,Live,,
Lee Road,Robert E. Lee,Opelika,Lee,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
John Tyler Morgan Monument,John Tyler Morgan,Oxford,Calhoun,AL,South,Monument,Monument,United Daughters of the Confederacy,1938,,Live,,
Dale County Confederate Soldiers Monument,No specific honoree,Ozark,Dale,AL,South,Monument,Monument,United Daughters of the Confederacy,1910,,Live,,
Jeb Stewart [sic] Place,James Ewell Brown Jeb Stuart,Ozark,Dale,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Circle,Thomas Jonathan Stonewall Jackson,Ozark,Dale,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Prattville,Autauga,AL,South,Monument,Monument,United Daughters of the Confederacy,1908,,Live,,
Prattville Dragoons Monument I,No specific honoree,Prattville,Autauga,AL,South,Monument,Monument,United Daughters of the Confederacy,1916,,Live,,
Prattville Dragoons Monument II,No specific honoree,Prattville,Autauga,AL,South,Monument,Monument,Sons of Confederate Veterans,2002,,Live,,
City of Milton Seal,No specific honoree,Milton,Santa Rosa,FL,South,Seal,Flags,City of Milton,2016,,Live,,
Confederate Monument,No specific honoree,Monticello,Jefferson,FL,South,Monument,Courthouse Grounds,Ladies Memorial Association of Jefferson County,1899,,Live,,
Albert Sidney Johnston Monument,Albert Sidney Johnston,China Grove,Bexar,TX,South,Monument,Monument,United Daughters of the Confederacy,,,Live,,
Confederate Soldier,No specific honoree,Clarksville,Red River,TX,South,Monument,Monument,Uknown,1912,,Live,,
City of Cleburne,Patrick Cleburne,Cleburne,Johnson,TX,South,City,County/Municipality,Uknown,1871,,Live,,
Joe Wheeler State Park,Joseph Wheeler,Rogersville,Lauderdale,AL,South,Park,Parks/Trails,State of Alabama,1949,,Live,,
General Joseph Wheeler,Joseph Wheeler,Rogersville,Lauderdale,AL,South,Monument,Monument,Sons of Confederate Veterans,2006,,Live,,
Confederate Street,No specific honoree,Monroe,Union,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldiers Monument,No specific honoree,Morganton,Burke,NC,South,Monument,Monument,Sons of Confederate Veterans,1918,,Live,,
Confederate Soldiers Monument,No specific honoree,Newton,Catawba,NC,South,Monument,Monument,United Daughters of the Confederacy,1907,,Live,,
Confederate Soldiers Monument,No specific honoree,Oxford,Granville,NC,South,Monument,Monument,United Daughters of the Confederacy,1909,,Live,,
Hoke County,Robert Hoke,Raeford,Hoke,NC,South,County/Municipality,County/Municipality,Uknown,1911,,Live,,
Confederate Memorial Day,No specific honoree,Raleigh,Wake,NC,South,Holiday,Holiday,Uknown,,,Live,,
Irwin County Confederate Monument,No specific honoree,Ocilla,Irwin,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live,,
Confederate Monument,No specific honoree,Oglethorpe,Macon,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1923,,Live,,
Houston County Confederate Monument,No specific honoree,Perry,Houston,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Live,,
Confederate Monument,No specific honoree,Quitman,Brooks,GA,South,Monument,Courthouse Grounds,Ladies Memorial Association,1878,,Live,,
Robert E. Lee Monument,Robert E. Lee,Richmond Hill,Bryan,GA,South,Monument,Monument,Uknown,,,Live,,
Robert E. Lee Drive,Robert E. Lee,Ringgold,Catoosa,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Rutledge,Morgan,GA,South,Monument,Monument,Uknown,,,Live,,
Beauregard Street,Pierre Gustave Toutant-Beauregard,Savannah,Chatham,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
City of Forrest City,Nathan Bedford Forrest,Forrest City,St. Francis,AR,South,City,County/Municipality,Uknown,1870,,Live,,
Confederate Drive,No specific honoree,Forrest City,St. Francis,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Forrest City High School,Nathan Bedford Forrest,Forrest City,St. Francis,AR,South,School,Schools,Uknown,1915,,Live,,
Forrest City Junior High School,Nathan Bedford Forrest,Forrest City,St. Francis,AR,South,School,Schools,Uknown,1915,,Live,,
Fort Smith Confederate Monument,No specific honoree,Fort Smith,Sebastian,AR,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1903,,Live,,
Jefferson Davis Monument,Jefferson Davis,Fort Smith,Sebastian,AR,South,Monument,Monument,United Daughters of the Confederacy,1903,,Live,,
Confederate Veterans Monument,No specific honoree,Harrison,Boone,AR,South,Monument,Monument,Sons of Confederate Veterans,1986,,Live,,
Jefferson Davis Road,Jefferson Davis,Heber Springs,Cleburne,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Albert Pike Road,Albert Pike,Hot Springs,Garland,AR,South,Highway / Roadway,Roads,Uknown,,,Live,,
Hot Springs Confederate Monument,No specific honoree,Hot Springs,Garland,AR,South,Monument,Monument,United Daughters of the Confederacy,1934,,Live,,
City of Lubbock,Thomas Saltus Lubbock,Lubbock,Lubbock,TX,South,City,County/Municipality,Uknown,,,Live,,
Benjamin Harvey Hill Monument,Benjamin Harvey Hill,Atlanta,Fulton,GA,South,Monument,Monument,Fellow citizens,,,Live,,
Confederate Monument,No specific honoree,Marlin,Falls,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1925,,Live,,
Confederate Monument,No specific honoree,Marshall,Harrison,TX,South,Monument,Monument,United Daughters of the Confederacy,1906,,Live,,
Jeff Davis Street,Jefferson Davis,Marshall,Harrison,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
John Reagan Street,John Henninger Reagan,Marshall,Harrison,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Drive,Thomas Jonathan Stonewall Jackson,Marshall,Harrison,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stuart Lane,James Ewell Brown Jeb Stuart,Marshall,Harrison,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
WWI and Confederate Soldier Monument,No specific honoree,Memphis,Hall,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1924,,Live,,
Lubbock County,Thomas Saltus Lubbock,Lubbock,Lubbock,TX,South,County/Municipality,County/Municipality,Uknown,1876,,Live,,
Tom Green County,Thomas Green,San Angelo,Tom Green,TX,South,County/Municipality,County/Municipality,State of Texas,1875,,Live,,
Beauregard Street,Pierre Gustave Toutant-Beauregard,San Antonio,Bexar,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Memorial Highway Marker I,Jefferson Davis,San Antonio,Bexar,TX,South,Monument,Courthouse Grounds,American Legion Central Council of Bexar County,1936,,Live,,
Jefferson Davis Memorial Highway Marker II,Jefferson Davis,San Antonio,Bexar,TX,South,Monument,Monument,United Daughters of the Confederacy,1929,,Live,,
Jefferson Davis Memorial Highway Marker III,Jefferson Davis,San Antonio,Bexar,TX,South,Monument,Monument,United Daughters of the Confederacy,1956,,Live,,
Robert E Lee Street,Robert E. Lee,San Antonio,Bexar,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Flanders Elementary,Thomas Jonathan Stonewall Jackson,San Antonio,Bexar,TX,South,School,Schools,Uknown,1924,,Live,,
Lee Hill Community Center,Robert E. Lee,Fredericksburg,Fredericksburg City,VA,South,Park,Parks/Trails,Uknown,,,Live,,
Lee Hill Elementary School,Robert E. Lee,Fredericksburg,Fredericksburg City,VA,South,School,Schools,Uknown,1977,,Live,,
Lee Hill School Drive,Robert E. Lee,Fredericksburg,Fredericksburg City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Hill Village Cir,Robert E. Lee,Fredericksburg,Fredericksburg City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
The Heights at Smith Run,No specific honoree,Fredericksburg,Fredericksburg City,VA,South,Monument,Monument,Sons of Confederate Veterans,2014,,Live,,
Confederate Monument,No specific honoree,Gate City,Scott,VA,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,1988,,Live,,
J.E.B. Stuart Monument,James Ewell Brown Jeb Stuart,Glen Allen,Henrico,VA,South,Monument,Monument,Comrades,1888,,Live,,
Confederate Monument,No specific honoree,Gloucester,Gloucester,VA,South,Monument,Courthouse Grounds,Uknown,1889,,Live,,
Goochland County Monument,No specific honoree,Goochland,Goochland,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1918,,Live,,
Confederate Monument,No specific honoree,Halifax,Halifax,VA,South,Monument,Courthouse Grounds,United Confederate Veterans,1911,,Live,,
General Joseph O. Shelby statue,Joseph Shelby,Waverly,Lafayette,MO,Border,Monument,Monument,Uknown,2009,,Live,,
Armory's Tribute to the Heroes of 1861-1865,No specific honoree,Armory,Monroe,MS,South,Monument,Monument,City of Armory,1924,,Live,,
Benton County,Samuel Benton,Ashland,Benton,MS,South,County/Municipality,County/Municipality,Uknown,1870,,Live,,
Confederate Monument,No specific honoree,Mulberry,Lincoln,TN,South,Monument,Monument,United Daughters of the Confederacy,1909,,Live,,
Braxton Bragg Drive,Braxton Bragg,Murfreesboro,Rutherford,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Murfreesboro,Rutherford,TN,South,Monument,Courthouse Grounds,Sons of Confederate Veterans; Ladies Memorial Association,1901,,Live,,
Forrest Hall at Middle Tennessee State University,Nathan Bedford Forrest,Murfreesboro,Rutherford,TN,South,Building,Buildings,Uknown,1958,,Live,,
Forrest Street,Nathan Bedford Forrest,Murfreesboro,Rutherford,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Statue,Robert E. Lee,Johnson Bayou,Cameron,LA,South,Monument,Monument,Uknown,1984,,Live,,
Brigadier General J.J. Alfred A. Mouton Statue,J.J. Alfred A. Mouton,Lafayette,Lafayette,LA,South,Monument,Government Office Grounds,United Daughters of the Confederacy,1922,,Live,,
Jeff Davis Drive,Jefferson Davis,Lafayette,Lafayette,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Beauregard Avenue,Pierre Gustave Toutant-Beauregard,Lake Charles,Calcasieu,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Beauregard Drive,Pierre Gustave Toutant-Beauregard,Lake Charles,Calcasieu,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Vance County,Zebulon Baird Vance,Henderson,Vance,NC,South,County/Municipality,County/Municipality,Uknown,1881,,Live,,
Vance County Confederate Monument,No specific honoree,Henderson,Vance,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Live,,
Confederate Soldiers Monument,No specific honoree,Hendersonville,Henderson,NC,South,Monument,Monument,United Confederate Veterans,1903,,Live,,
Robert E. Lee Dixie Highway Marker,Robert E. Lee,Hendersonville,Henderson,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1926,,Live,,
Confederate Soldiers Monument,No specific honoree,Hertford,Perquimans,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Live,,
Confederate Soldiers Monument,No specific honoree,Holly Springs,Wake,NC,South,Monument,Monument,United Daughters of the Confederacy; United Confederate Veterans,1923,,Live,,
Jefferson Davis Street,Jefferson Davis,Hope Mills,Cumberland,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldiers Monument,No specific honoree,Jacksonville,Onslow,NC,South,Monument,Monument,United Daughters of the Confederacy; The Onslow Guards,1957,,Live,,
Confederate Soldiers Monument,No specific honoree,Kinston,Lenoir,NC,South,Monument,Monument,United Daughters of the Confederacy,1924,,Live,,
Lancaster County Confederate Monument,No specific honoree,Lancaster,Lancaster,VA,South,Monument,Courthouse Grounds,Ladies Memorial Society,1872,,Live,,
Brunswick County Confederate Monument,No specific honoree,Lawrenceville,Brunswick,VA,South,Monument,Courthouse Grounds,Uknown,1910,,Live,,
Confederate Monument,No specific honoree,Lebanon,Russell,VA,South,Monument,Monument,Uknown,1914,,Live,,
Confederate Soldier Monument,No specific honoree,Leesburg,Loudoun,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Live,,
